OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime,absLatitude,speed_annual,temperature_annual,Reference,ott_id
Amphioplus abditus,Amphioplus abditus,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Amphioplus,N,41,-73,L,160,NA,41,0.055490007,11.27120972,Hendler 1991,ott3654047
Ophiocomella ophiactoide,Ophiocomella ophiactoide,Ophiocomidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiocomella,N,18,-77,P,80,NA,18,0.120459857,27.76840973,Hendler 1991,ott3653714
Ophiolepis impressa,Ophiolepis impressa,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiolepis,N,17,-88,L,200,NA,17,0.115631728,27.84209061,Hendler 1991,ott3654979
Ophionereis annulata,Ophionereis annulata,Ophionereididae,Ophiurida,Ophiuroidea,Echinodermata,Ophionereis,N,8,-79,L,240,NA,8,0.19197631,27.07349014,Hendler 1991,ott34969
Armandia brevis,Armandia brevis,Opheliidae,,Polychaeta,Annelida,Armandia,N,48.537522,-123,P,60,NA,48.537522,0.220556316,9.867109299,"Hermans 1964, 1969; Hermans & Cloney 1966",ott93886
Encope aberrans,Encope michelini,Mellitidae,Clypeasteroida,Echinoidea,Echinodermata,Encope,N,24,-80,P,190,7,24,0.147893152,26.96759033,Herrera 1998,ott3650799
Pseudochitinopoma occide,Pseudochitinopoma occidentalis,Serpulidae,Sabellida,Polychaeta,Annelida,Pseudochitinopoma,N,48.537522,-123,P,60,NA,48.537522,0.220556316,9.867109299,Hess 1993,ott44734
Crepidula protea,Crepidula protea,Calyptraeidae,Mesogastropoda,Gastropoda,Mollusca,Crepidula,S,-24,-42,P,150,NA,24,0.22860813,24.30579948,Hoagland 1983,ott24075
Stylocidaris affinis,Stylocidaris affinis,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Stylocidaris,N,41,14,P,110,NA,41,0.063237197,19.15680885,Holland 1967,ott1052951
Astropecten auranciacus,Astropecten aranciacus,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Astropecten,N,45,13,P,195,80,45,0.218961059,16.83670044,Horstadius 1939,ott269237
Cerithium eburneum,Cerithium eburneum,Cerithiidae,Caenogastropoda,Gastropoda,Mollusca,Cerithium,N,26,-80,P,90,NA,26,0.472222748,27.07529068,Houbrick 1973,ott409473
Cerithium nodulosum,Cerithium nodulosum,Cerithiidae,Caenogastropoda,Gastropoda,Mollusca,Cerithium,N,11,162,P,200,NA,11,0.218556338,28.18740082,Houbrick 1973,ott409473
Cerithium muscarum,Cerithium muscarum,Cerithiidae,Caenogastropoda,Gastropoda,Mollusca,Cerithium,N,26,-80,P,250,NA,26,0.472222748,27.07529068,Houbrick 1973,ott409473
Cerithium floridanum,Cerithium atratum,Cerithiidae,Caenogastropoda,Gastropoda,Mollusca,Cerithium,N,26,-80,P,100,NA,26,0.472222748,27.07529068,Houbrick 1973,ott409473
Cerithium variabile,Cerithium lutosum,Cerithiidae,Caenogastropoda,Gastropoda,Mollusca,Cerithium,N,26,-80,P,200,NA,26,0.472222748,27.07529068,Houbrick 1973,ott409473
Kingberonuphis simoni,Kinbergonuphis simoni,Onuphidae,Eunicida,Polychaeta,Annelida,Kinbergonuphis,N,28,-83,L,370,NA,28,0.180389506,23.64659119,Hsieh & Simon 1987,ott4979979
Haliotis rubra,Haliotis rubra,Haliotidae,,Gastropoda,Mollusca,Haliotis,S,-38,144,L,207.65,NA,38,0.692250769,15.62879086,Huchette et al. 2004,ott228119
Cypraecassis testiculus,Cypraecassis testiculus,Cassidae,Mesogastropoda,Gastropoda,Mollusca,Cypraecassis,N,13,-59,P,149,NA,13,0.069356002,27.54010963,Hughes & Hughes 1987,ott2889884
Siphopatella walshi,Siphopatella walshi,Calyptraeidae,Caenogastropoda,Gastropoda,Mollusca,Siphopatella,N,22,114,P,250,NA,22,0.145798372,24.54298973,Ishiki 1939,ott162615
Asterina burtoni,Aquilonastra burtoni,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Aquilonastra,N,15,81,L,500,5,15,0.177482625,28.31459045,James 1972,ott881871
Arachnoides placenta,Arachnoides placenta,Arachnoididae,Clypeasteroida,Echinoidea,Echinodermata,Arachnoides,N,15,120,P,110,10,15,0.307159627,28.49060059,Jangoux & Lawrence 1982,ott3651166
Elysia japonica,Elysia japonica,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,22,114,P,91,NA,22,0.145798372,24.54298973,Jensen 1985,ott322154
Elysia atroviridis,Elysia atroviridis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,22,114,P,54,NA,22,0.145798372,24.54298973,Jensen 1985,ott322154
Calliopaea oophaga,Calliopaea oophaga,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Calliopaea,N,56,10,P,61.7,NA,56,0.086931549,9.526109695,Jensen 1986,ott1039062
Elysia thompsoni,Elysia thompsoni,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-25,114,P,62,NA,25,0.051180335,23.10758972,Jensen 1993,ott322154
Ercolania endophytophaga,Ercolania endophytophaga,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Ercolania,S,-35,118,P,77.1,NA,35,0.400323843,18.64589119,Jensen 2001,ott1076308
Ercolania emarginata,Ercolania boodleae,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Ercolania,N,22,114,P,63.4,NA,22,0.145798372,24.54298973,Jensen 2001,ott1076308
Oxynoe olivacea,Oxynoe olivacea,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Oxynoe,N,40,0,P,65,NA,40,0.145182515,18.75199127,Jensen 2001,ott588314
Thuridilla vatae,Thuridilla vataae,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Thuridilla,N,11,162,P,60,NA,11,0.218556338,28.18740082,Johnson & Boucher 1983,ott578609
Thuridilla gracilis (rat,Thuridilla gracilis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Thuridilla,N,11,162,P,80,NA,11,0.218556338,28.18740082,Johnson & Boucher 1983,ott578609
Nereis vexillosa,Nereis vexillosa,Nereidae,Phyllodocida,Polychaeta,Annelida,Nereis,N,48.537522,-123,L,200,NA,48.537522,0.220556316,9.867109299,Johnson 1943,ott305738
Scolelepis squamata,Scolelepis (Scolelepis) squamata,Spionidae,Spionida,Polychaeta,Annelida,Scolelepis,N,51.368351,1,P,240,NA,51.368351,0.175313729,11.81680012,Joyner 1962,ott58639
Asterina batheri,Aquilonastra batheri,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Aquilonastra,N,35,137,L,430,10,35,0.191808836,19.32069016,Kano & Komatsu 1978,ott881871
Berthelinia limax,Berthelinia limax,Juliidae,Sacoglossa,Gastropoda,Mollusca,Berthelinia,N,32,130,L,250,NA,32,0.135521512,20.54759026,Kawaguti & Yamasu 1960,ott5719938
Julia japonica,Julia japonica,Juliidae,Sacoglossa,Gastropoda,Mollusca,Julia,N,32,130,P,65,NA,32,0.135521512,20.54759026,Kawaguti & Yamasu 1960,ott1036544
Echinaster echinophorus,Echinaster echinophorus,Echinasteridae,Spinulodisa,Asteroidea,Echinodermata,Echinaster,N,30,-82,L,1000,10,30,0.178670299,24.04749107,Kempf 1966,ott893170
Echinaster echinophorus,Echinaster echinophorus,Echinasteridae,Spinulodisa,Asteroidea,Echinodermata,Echinaster,N,30,-82,L,1000,10,30,0.178670299,24.04749107,Kempf 1966,ott893170
Macoma mitchelli,Ameritella mitchelli,Tellinidae,Veneroida,Bivalvia,Mollusca,Ameritella,N,38,-76,P,59,6.5,38,0.161090425,14.56690025,Kennedy & Lutz 1989,ott5718656
Nepanthia belcheri,Nepanthia belcheri,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Nepanthia,S,-19,146,L,450,NA,19,0.257141842,26.78990936,Kenny 1969,ott656008
Perkinsiana antarctica,Perkinsiana antarctica,Sabellidae,Sabellida,Polychaeta,Annelida,Perkinsiana,S,-52,-60,L,195,NA,52,0.087009506,6.517610073,Knight-Jones & Bowden 1984,ott4987349
Conus catus,Conus catus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,200,NA,21,0.111114649,25.24470901,Kohn 1961a,ott126315
Conus vexillum,Conus vexillum,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,140,NA,21,0.111114649,25.24470901,Kohn 1961a,ott126315
Conus vitulinus,Conus vitulinus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,225,NA,21,0.111114649,25.24470901,Kohn 1961a,ott126315
Conus canonicus,Conus canonicus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,233,21,4,0.019371393,27.92080879,kohn 1961b,ott126315
Conus moreleti,Conus moreleti,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,150,28,4,0.019371393,27.92080879,kohn 1961b,ott126315
Conus geographus,Conus geographus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,190,27,4,0.019371393,27.92080879,kohn 1961b,ott126315
Conus imperialis,Conus imperialis,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,220,22,4,0.019371393,27.92080879,kohn 1961b,ott126315
Conus varius,Conus varius,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,160,27,4,0.019371393,27.92080879,kohn 1961b,ott126315
Conus aristophanes,Conus aristophanes,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-17,178,P,186,25,17,0.120354375,27.16889,Kohn and Perron 1994,ott126315
Conus eburneus,Conus eburneus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,11,162,P,150,28,11,0.218556338,28.18740082,Kohn and Perron 1994,ott126315
Conus bandanus,Conus bandanus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,299,15,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus omaria,Conus omaria,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,340,12,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus chaldaeus,Conus chaldaeus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-19,-169,P,175,25,19,0.086787733,26.77579117,Kohn and Perron 1994,ott126315
Conus araneosus,Conus araneosus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,12,122,P,492,1.5,12,0.199871816,28.20970917,Kohn and Perron 1994,ott126315
Conus suratensis,Conus suratensis,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,16,120,P,207,23,16,0.233382304,28.3834095,Kohn and Perron 1994,ott126315
Conus distans,Conus distans,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,148,28,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus planorbis,Conus planorbis,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,214,22,13,0.358898472,28.28079033,Kohn and Perron 1994,ott126315
Conus capitaneus,Conus capitaneus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,9,100,P,142.5,28.5,9,0.166499822,28.78680992,Kohn and Perron 1994,ott126315
Conus tessulatus,Conus tessulatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,27,51,P,250,19,27,0.304862262,26.28890991,Kohn and Perron 1994,ott126315
Conus litteratus,Conus litteratus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,201,23,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus miles,Conus miles,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,8,159,P,228,21,8,0.047772429,28.74658966,Kohn and Perron 1994,ott126315
Conus striatellus,Conus striatellus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,193,24,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus striolatus,Conus striolatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,135,P,224,21,7,0.068971918,28.88099098,Kohn and Perron 1994,ott126315
Conus episcopus,Conus pennaceus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,275,17,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus stercusmuscarum,Conus stercusmuscarum,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,235,20,13,0.358898472,28.28079033,Kohn and Perron 1994,ott126315
Conus coffeae,Conus coffeae,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,222,21,7,0.043304691,28.83070946,Kohn and Perron 1994,ott126315
Conus frigidus,Conus frigidus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-3,100,P,212,22,3,0.228442534,29.0988903,Kohn and Perron 1994,ott126315
Astropecten gisselbrecht,Astropecten gisselbrecht,Astropectentida,Paxillosida,Asteroidea,Echinodermata,Astropecten,N,33,130,L,353,3.38,33,0.04710635,21.10949135,Komatsu & Nojima 1985,ott269237
Ctenopleura fisheri,Ctenopleura fisheri,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Ctenopleura,N,57,137,L,465,15,57,0.087012374,3.428989887,Komatsu 1982,ott461258
Asterina coronata,Aquilonastra coronata,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Aquilonastra,N,40,135,L,430,30,40,0.101719403,12.51439953,Komatsu et al 1979,ott881871
Asterina minor,Aquilonastra minor,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Aquilonastra,N,40,135,L,440,10,40,0.101719403,12.51439953,Komatsu et al 1979,ott881871
Orthopyxis compressa,Orthopyxis compressa,Campanularidae,Hydroida,Hydrozoa,Cnidaria,Orthopyxis,N,48,-123,P,210,NA,48,0.136874763,9.787690163,Kramp 1961,ott144201
Diopatra variabilis,Diopatra variabilis,Onuphidae,Eunicida,Polychaeta,Annelida,Diopatra,N,13,80,L,600,NA,13,0.308129863,28.25659943,Krishnan 1936,ott1042378
Ondina diaphana,Ondina diaphana,Pyramidellidae,,Gastropoda,Mollusca,Ondina,N,48,-4,P,80,NA,48,0.12954893,13.6171999,Kristensen 1970,ott460907
Alderia willowi (benthic,Alderia willowi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Alderia,N,33,-117,L,68,1.5,33,0.188343445,17.45948982,Krug 2007,ott239301
Alderia willowi (plankto,Alderia willowi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Alderia,N,33,-117,P,105,32,33,0.188343445,17.45948982,Krug 2007,ott239301
Alderia modesta,Alderia modesta,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Alderia,N,38,-123,P,78,30.5,38,0.165433632,11.53059006,Krug 2007,ott239301
Elysia zuleicae,Elysia zuleicae,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,18,-77,P,66.1,NA,18,0.120459857,27.76840973,Krug 2009,ott322154
Elysia (Boselia) marcusi,Elysia marcusi,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,18,-77,L,103.9,5.5,18,0.120459857,27.76840973,Krug 2009,ott322154
Elysia pratensis,Elysia pratensis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,24,-81,L,117.9,NA,24,1.209522203,26.99490929,Krug 2009,ott322154
Elysia cornigera,Elysia cornigera,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,24,-81,L,105,NA,24,1.209522203,26.99490929,Krug 2009,ott322154
Elysia subornata,Elysia subornata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,24,-81,L,119.2,NA,24,1.209522203,26.99490929,Krug 2009,ott322154
Elysia crispata,Elysia crispata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,12,-68,L,106.1,NA,12,0.326181622,27.25750923,Krug 2009,ott322154
Elysia tuca,Elysia velutinus,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,22,-73,L,104.8,NA,22,0.091023813,27.04380035,Krug 2009,ott322154
Elysia papillosa,Elysia papillosa,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,24,-81,L,116.3,NA,24,1.209522203,26.99490929,Krug 2009,ott322154
Sphaeropomatus miamiensi,Ficopomatus miamiensis,Serpulidae,Sabellida,Polychaeta,Annelida,Ficopomatus,N,13,-59,P,48,4,13,0.069356002,27.54010963,Lacalli 1977,ott631822
Spirobranchus polycerus,Spirobranchus polycerus,Serpulidae,Sabellida,Polychaeta,Annelida,Spirobranchus,N,13,-59,P,65,NA,13,0.069356002,27.54010963,Lacalli 1977,ott906173
Pectinaria granulata,Cistenides granulata,Pectinariidae,Terebellida,Polychaeta,Annelida,Cistenides,N,69.162558,-53,P,68,NA,69.162558,0.059601692,1.747200012,Lacalli 1980,ott177557
Nereis pelagica,Nereis pelagica,Nereididae,Phyllodocida,Polychaeta,Annelida,Nereis,N,50.352471,-4,L,180,NA,50.352471,0.123523186,12.54950047,Lacalli 1980,ott305738
Phyllodoce maculata,Phyllodoce maculata,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Phyllodoce,N,45.073521,-67,P,110,NA,45.073521,0.226419579,7.355999947,Lacalli 1980,ott398723
Clione limacina,Clione limacina,Clionidae,,Gastropoda,Mollusca,Clione,N,50,-4,P,85,17.5,50,0.167980313,12.54950047,Lebour 1931,ott191196
Natica catena,Euspira catena,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Euspira,N,50,-4,P,160,NA,50,0.167980313,12.54950047,Lebour 1936,ott540620
Alvania punctura,Alvania punctura,Rissoidae,,Gastropoda,Mollusca,Alvania,N,50,-4,P,60,NA,50,0.167980313,12.54950047,Lebour 1937,ott606380
Cantharidus exasperatus,Cantharidus exasperatus,Trochidae,Archaeogastropo,Gastropoda,Mollusca,Cantharidus,N,48,-3,L,160,NA,48,0.07694893,13.87839031,Lebour 1937,ott96124
Natica poliana,Euspira nitida,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Euspira,N,50,-4,P,140,NA,50,0.167980313,12.54950047,Lebour 1937,ott540620
Lacuna vincta,Lacuna vincta,Littorinidae,,Gastropoda,Mollusca,Lacuna,N,50,-4,P,180,NA,50,0.167980313,12.54950047,Lebour 1937,ott415699
Littorina neritoides,Littorina neritoides,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Littorina,N,50,-4,P,80,NA,50,0.167980313,12.54950047,Lebour 1937,ott622240
Littorina littorea,Littorina littorea,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Littorina,N,50,-4,P,205,NA,50,0.167980313,12.54950047,Lebour 1937,ott622240
Balcis alba,Melanella alba,Eulimidae,,Gastropoda,Mollusca,Melanella,N,50,-4,P,100,NA,50,0.167980313,12.54950047,Lebour 1937,ott1010588
Littorina neritoides,Melarhaphe neritoides,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Melarhaphe,N,50,-4,P,80,NA,50,0.167980313,12.54950047,Lebour 1937,ott489963
Chrysallida decussata,Parthenina decussata,Pyramidellidae,,Gastropoda,Mollusca,Parthenina,N,50,-4,P,90,NA,50,0.167980313,12.54950047,Lebour 1937,ott987428
Patella vulgata,Patella vulgata,Patellidae,,Gastropoda,Mollusca,Patella,N,50,-4,P,160,NA,50,0.167980313,12.54950047,Lebour 1937,ott717802
Patina pellucida,Patella pellucida,Patellidae,Prosobranchia,Gastropoda,Mollusca,Patella,N,50,-4,L,320,NA,50,0.167980313,12.54950047,Lebour 1937,ott717802
Pelseneeria stylifera,Pelseneeria stylifera,Eulimidae,,Gastropoda,Mollusca,Pelseneeria,N,50,-4,P,100,NA,50,0.167980313,12.54950047,Lebour 1937,ott6359900
Rissoa membranacea,Rissoa membranacea,Rissoidae,,Gastropoda,Mollusca,Rissoa,N,50,-4,P,130,NA,50,0.167980313,12.54950047,Lebour 1937,ott1000553
Simnia patula,Simnia patula,Ovulidae,Littorinimorpha,Gastropoda,Mollusca,Simnia,N,50,-4,P,130,NA,50,0.167980313,12.54950047,Lebour 1937,ott391830
Trophon muricatus,Trophonopsis muricata,Muricidae,Neogastropoda,Gastropoda,Mollusca,Trophonopsis,N,50,-4,L,480,NA,50,0.167980313,12.54950047,Lebour 1937,ott2910244
Branchiomma luctuosum,Branchiomma luctuosum,Sabellidae,Sabellida,Polychaeta,Annelida,Branchiomma,N,40.737633,14,L,140,5,40.737633,0.063237197,19.18870926,Licciano et al 2002,ott1015093
Echinus esculentus,Echinus esculentus,Echinidae,Echinoida,Echinoidea,Echinodermata,Echinus,N,50,-4,P,180,42,50,0.167980313,12.54950047,MacBride 1903,ott616574
Nodilittorina trochoides,Echinolittorina pascua,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Echinolittorina,N,22,114,P,65,NA,22,0.145798372,24.54298973,Mak 1995,ott265762
Nodilittorina vidua,Echinolittorina vidua,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Echinolittorina,N,22,114,P,65,NA,22,0.145798372,24.54298973,Mak 1995,ott265762
Littoraria articulata,Littoraria articulata,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Littoraria,N,22,114,P,70,NA,22,0.145798372,24.54298973,Mak 1995,ott952044
Nodilittorina trochoides,Nodilittorina trochoides,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Nodilittorina,N,22,114,P,65,NA,22,0.145798372,24.54298973,Mak 1995,ott182101
Peasiella roepstorffiana,Peasiella roepstorffiana,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Peasiella,N,22,114,P,70,NA,22,0.145798372,24.54298973,Mak 1995,ott789232
Dipolydora melanopalpa,Dipolydora melanopalpa,Spionidae,Spionida,Polychaeta,Annelida,Dipolydora,N,42,132,L,80,NA,42,0.027145034,8.128600121,Manchenko & Radashevsky 2002,ott382879
Manayunkia caspica,Manayunkia caspica,Sabellidae,Sabellida,Polychaeta,Annelida,Manayunkia,N,45.294211,28,L,120,NA,45.294211,0.073408718,13.75169086,Marinescu 1964,ott5128
Galeolaria caespitosa,Galeolaria caespitosa,Serpulidae,Sabellida,Polychaeta,Annelida,Galeolaria,S,-33,151.202087,P,64,12,33,0.585780803,20.54590988,Marsden & Anderson 1981,ott702957
Pyura fissa,Pyura fissa,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Pyura,S,-35,137,L,175.78,NA,35,0.144487574,17.74400902,Marshall & Keough 2008,ott176549
Pyura stolonifera,Pyura stolonifera,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Pyura,S,-38,144,L,269,NA,38,0.692250769,15.62879086,Marshall & Keough 2008,ott176549
Ambylpneustes formosus,Amblypneustes formosus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-38,144,L,399,NA,38,0.692250769,15.62879086,Marshall et al. 2012,ott187525
Amblypneustes pallidus,Amblypneustes pallidus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-34,135,L,415.24,NA,34,0.024184786,17.07759094,Marshall et al. 2012,ott187525
Amblypneustes ovum,Amblypneustes ovum,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-38,144,L,472,NA,38,0.692250769,15.62879086,Marshall et al. 2012,ott187525
Ambylpneustes pachistus,Amblypneustes elevatus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-34,138,L,383,NA,34,0.144487574,17.60709953,Marshall et al. 2012,ott187525
Araeosoma owstoni,Araeosoma owstoni,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Araeosoma,N,34,139,L,1200,NA,34,0.539515645,21.06619072,Marshall et al. 2012,ott788003
Araeosoma fenestratum,Araeosoma fenestratum,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Araeosoma,N,57,-10,L,1250,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott788003
Ascobulla ulla,Ascobulla ulla,Volvatellidae,Sacoglossa,Gastropoda,Mollusca,Ascobulla,N,32,-65,L,99.3,NA,32,0.0156624,23.06729126,Marshall et al. 2012,ott298760
Mangelia nebula,Bela nebula,Conidae,Neogastropoda,Gastropoda,Mollusca,Bela,N,50,-4,P,160,NA,50,0.167980313,12.54950047,Marshall et al. 2012,ott2910298
Berthelinia  sp.1,Berthelinia,Juliidae,Sacoglossa,Gastropoda,Mollusca,Berthelinia,S,-31,159,L,90.5,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott5719938
Bosellia sp.,Bosellia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Bosellia,S,-27,153,P,56,NA,27,0.057735343,23.96480942,Marshall et al. 2012,ott462111
Breynia australiasiae,Breynia australasiae,Loveniidae,Spatangoida,Echinoidea,Echinodermata,Breynia,S,-33,159,L,377,NA,33,0.166295026,20.93809128,Marshall et al. 2012,ott3649735
Brissus obesus,Brissus obesus,Schizasteridae,Spatangoida,Echinoidea,Echinodermata,Brissus,N,10,-79,P,117.5,NA,10,0.587371817,27.9405899,Marshall et al. 2012,ott854445
Bushiella abnormis,Bushiella abnormis,Spirorbidae,Sabellida,Polychaeta,Annelida,Bushiella,N,48,-123,L,185,NA,48,0.136874763,9.787690163,Marshall et al. 2012,ott511721
Calveriosoma hystrix,Calveriosoma hystrix,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Calveriosoma,N,57,-10,L,1250,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott3650882
Circeis armoricana,Circeis armoricana,Spirorbidae,Sabellida,Polychaeta,Annelida,Circeis,N,48,-123,L,167,NA,48,0.136874763,9.787690163,Marshall et al. 2012,ott617647
Clypeaster australasiae,Clypeaster australasiae,Clypeasteridae,Clypeasteroida,Echinoidea,Echinodermata,Clypeaster,S,-33,151,P,88.56,NA,33,0.585780803,20.54590988,Marshall et al. 2012,ott3649596
Conus victoriae,Conus victoriae,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-14,125,P,621,NA,14,0.012261634,28.04429054,Marshall et al. 2012,ott126315
Conus thalassiarchus,Conus thalassiarchus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,8,117,P,602,NA,8,0.421524107,28.72019958,Marshall et al. 2012,ott126315
Conus furvus,Conus furvus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,9,118,P,697,NA,9,0.193052096,28.63239098,Marshall et al. 2012,ott126315
Conus magus,Conus magus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,566,NA,13,0.358898472,28.28079033,Marshall et al. 2012,ott126315
Conus consors,Conus consors,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,389,7,7,0.043304691,28.83070946,Marshall et al. 2012,ott126315
Conus stramineus,Conus stramineus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,537,NA,13,0.358898472,28.28079033,Marshall et al. 2012,ott126315
Conus cinereus,Conus cinereus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,16,120,P,480,NA,16,0.233382304,28.3834095,Marshall et al. 2012,ott126315
Costasiella usagi,Costasiella usagi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,79.8,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott639889
Costasiella sp. 2 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,62.7,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott639889
