"","SciName","family","m_index","movement_keyword","mean_pld","sd_pld","n_mean","mean_pld_family","sd_pld_family","n_mean_family","pld"
"241","Hemiramphus brasiliensis","Hemiramphidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"242","Hexagrammos decagrammus","Hexagrammidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"243","Ophiodon elongatus","Hexagrammidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"244","Pleurogrammus azonus","Hexagrammidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"245","Pleurogrammus monopterygius","Hexagrammidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"246","Hexanchus griseus","Hexanchidae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"247","Panopea abrupta","Hiatellidae",1,"sedentary",32,0,2,32,0,2,32
"248","Panopea generosa","Hiatellidae",1,"sedentary",NA,NA,NA,32,0,2,32
"249","Sargocentron spiniferum","Holocentridae",2,"habitat_reef",39.8,0,1,NA,NA,NA,39.8
"250","Istiophorus albicans","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"251","Istiophorus platypterus","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"252","Makaira nigricans","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"253","Tetrapturus angustirostris","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"254","Tetrapturus belone","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"255","Tetrapturus pfluegeri","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"256","Girella tricuspidata","Kyphosidae",2,"habitat_coastal",NA,NA,NA,75,21.2132034355964,2,75
"257","Cheilinus undulatus","Labridae",2,"habitat_reef",34.3,0,1,37.7380575539568,16.496933042925,139,34.3
"258","Ctenolabrus rupestris","Labridae",2,"habitat_reef",20.9,0,1,37.7380575539568,16.496933042925,139,20.9
"259","Labrus bergylta","Labridae",2,"habitat_reef",NA,NA,NA,37.7380575539568,16.496933042925,139,37.7380575539568
"260","Lachnolaimus maximus","Labridae",2,"habitat_reef",25.9,0.141421356237309,2,37.7380575539568,16.496933042925,139,25.9
"261","Semicossyphus pulcher","Labridae",2,"habitat_reef",47.4666666666667,8.73231546231201,3,37.7380575539568,16.496933042925,139,47.4666666666667
"262","Tautoga onitis","Labridae",2,"habitat_coastal",NA,NA,NA,37.7380575539568,16.496933042925,139,37.7380575539568
"263","Tautogolabrus adspersus","Labridae",2,"habitat_coastal",NA,NA,NA,37.7380575539568,16.496933042925,139,37.7380575539568
"264","Xyrichtys novacula","Labridae",2,"habitat_coastal",39,0,1,37.7380575539568,16.496933042925,139,39
"265","Lactarius lactarius","Lactariidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"266","Isurus oxyrinchus","Lamnidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"267","Lamna nasus","Lamnidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"268","Lampris guttatus","Lampridae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"269","Lateolabrax japonicus","Lateolabracidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"270","Lates calcarifer","Latidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"271","Lethrinus atlanticus","Lethrinidae",2,"habitat_reef",NA,NA,NA,28.7166666666667,6.15076984587862,12,28.7166666666667
"272","Lethrinus borbonicus","Lethrinidae",2,"habitat_reef",NA,NA,NA,28.7166666666667,6.15076984587862,12,28.7166666666667
"273","Lethrinus harak","Lethrinidae",2,"habitat_reef",28,0,1,28.7166666666667,6.15076984587862,12,28
"274","Lethrinus lentjan","Lethrinidae",2,"habitat_reef",NA,NA,NA,28.7166666666667,6.15076984587862,12,28.7166666666667
"275","Lethrinus mahsena","Lethrinidae",2,"habitat_reef",NA,NA,NA,28.7166666666667,6.15076984587862,12,28.7166666666667
"276","Lethrinus microdon","Lethrinidae",2,"habitat_reef",NA,NA,NA,28.7166666666667,6.15076984587862,12,28.7166666666667
"277","Lethrinus nebulosus","Lethrinidae",2,"habitat_reef",32.7,0,1,28.7166666666667,6.15076984587862,12,32.7
"278","Lethrinus obsoletus","Lethrinidae",2,"habitat_reef",19.85,8.27314933988261,2,28.7166666666667,6.15076984587862,12,19.85
"279","Lethrinus xanthochilus","Lethrinidae",2,"habitat_reef",26.65,0,1,28.7166666666667,6.15076984587862,12,26.65
"280","Monotaxis grandoculis","Lethrinidae",2,"habitat_reef",33.3,0,1,28.7166666666667,6.15076984587862,12,33.3
"281","Lithodes santolla","Lithodidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"282","Loligo vulgaris","Loliginidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"283","Lophius americanus","Lophiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"284","Lophius budegassa","Lophiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"285","Lophius gastrophysus","Lophiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"286","Lophius piscatorius","Lophiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"287","Lophius vomerinus","Lophiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"288","Brosme brosme","Lotidae",2,"habitat_benthic",NA,NA,NA,43,NA,1,43
"289","Molva dypterygia","Lotidae",2,"habitat_benthic",NA,NA,NA,43,NA,1,43
"290","Molva molva","Lotidae",2,"habitat_benthic",NA,NA,NA,43,NA,1,43
"291","Aphareus rutilans","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"292","Aprion virescens","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"293","Apsilus fuscus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"294","Hoplopagrus guentherii","Lutjanidae",2,"habitat_reef",21.5,0,1,30.16375,8.03945694277808,24,21.5
"295","Lutjanus analis","Lutjanidae",2,"habitat_reef",31,0,1,30.16375,8.03945694277808,24,31
"296","Lutjanus argentimaculatus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"297","Lutjanus argentiventris","Lutjanidae",2,"habitat_reef",22.9,0,1,30.16375,8.03945694277808,24,22.9
"298","Lutjanus bohar","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"299","Lutjanus buccanella","Lutjanidae",2,"habitat_coastal",26,0,1,30.16375,8.03945694277808,24,26
"300","Lutjanus campechanus","Lutjanidae",2,"habitat_reef",28,0,1,30.16375,8.03945694277808,24,28
"301","Lutjanus cyanopterus","Lutjanidae",2,"habitat_reef",29,0,1,30.16375,8.03945694277808,24,29
"302","Lutjanus gibbus","Lutjanidae",2,"habitat_reef",54,0,1,30.16375,8.03945694277808,24,54
"303","Lutjanus griseus","Lutjanidae",2,"habitat_reef",32.4,0,1,30.16375,8.03945694277808,24,32.4
"304","Lutjanus guttatus","Lutjanidae",2,"habitat_reef",24.15,0,1,30.16375,8.03945694277808,24,24.15
"305","Lutjanus johnii","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"306","Lutjanus kasmira","Lutjanidae",2,"habitat_reef",31,0,1,30.16375,8.03945694277808,24,31
"307","Lutjanus malabaricus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"308","Lutjanus peru","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"309","Lutjanus purpureus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"310","Lutjanus quinquelineatus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"311","Lutjanus synagris","Lutjanidae",2,"habitat_reef",23.87,0,1,30.16375,8.03945694277808,24,23.87
"312","Lutjanus vivanus","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"313","Ocyurus chrysurus","Lutjanidae",2,"habitat_reef",30.9,0,1,30.16375,8.03945694277808,24,30.9
"314","Rhomboplites aurorubens","Lutjanidae",2,"habitat_reef",NA,NA,NA,30.16375,8.03945694277808,24,30.16375
"315","Coelorinchus chilensis","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"316","Coryphaenoides rupestris","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"317","Lepidorhynchus denticulatus","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"318","Macrourus berglax","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"319","Macrourus carinatus","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"320","Macrourus whitsoni","Macrouridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"321","Spisula solida","Mactridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"322","Spisula solidissima","Mactridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"323","Caulolatilus microps","Malacanthidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"324","Caulolatilus princeps","Malacanthidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"325","Lopholatilus chamaeleonticeps","Malacanthidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"326","Malacanthus plumieri","Malacanthidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"327","Megalops atlanticus","Megalopidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"328","Megalops cyprinoides","Megalopidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"329","Mene maculata","Menidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"330","Macruronus magellanicus","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"331","Macruronus novaezelandiae","Merlucciidae",3,"deep",NA,NA,NA,88,NA,1,88
"332","Merluccius albidus","Merlucciidae",3,"pelagic",NA,NA,NA,88,NA,1,88
"333","Merluccius australis","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"334","Merluccius bilinearis","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"335","Merluccius capensis","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"336","Merluccius gayi","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"337","Merluccius hubbsi","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"338","Merluccius merluccius","Merlucciidae",2,"habitat_deep",NA,NA,NA,88,NA,1,88
"339","Merluccius polli","Merlucciidae",2,"habitat_deep",NA,NA,NA,88,NA,1,88
"340","Merluccius productus","Merlucciidae",3,"migratory",88,0,1,88,NA,1,88
"341","Merluccius senegalensis","Merlucciidae",3,"migratory",NA,NA,NA,88,NA,1,88
"342","Stephanolepis cirrhifer","Monacanthidae",2,"habitat_coastal",NA,NA,NA,28.45,9.5430603057929,4,28.45
"343","Antimora rostrata","Moridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"344","Mora moro","Moridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"345","Pseudophycis bachus","Moridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"346","Salilota australis","Moridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"347","Dicentrarchus labrax","Moronidae",2,"habitat_coastal",49.1766666666667,1.30082025404486,3,51.0421428571429,15.7505771218178,14,49.1766666666667
"348","Dicentrarchus punctatus","Moronidae",2,"habitat_coastal",NA,NA,NA,51.0421428571429,15.7505771218178,14,51.0421428571429
"349","Morone saxatilis","Moronidae",2,"habitat_coastal",33,0,1,51.0421428571429,15.7505771218178,14,33
"350","Joturus pichardi","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"351","Liza aurata","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"352","Liza klunzingeri","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"353","Liza saliens","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"354","Mugil cephalus","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"355","Mugil curema","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"356","Mugil liza","Mugilidae",3,"migratory",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"357","Mulloidichthys flavolineatus","Mullidae",2,"habitat_reef",60.1,0,1,37.4666666666667,14.9738104702844,9,60.1
"358","Mullus argentinae","Mullidae",2,"habitat_benthic",NA,NA,NA,37.4666666666667,14.9738104702844,9,37.4666666666667
"359","Mullus barbatus","Mullidae",2,"habitat_benthic",NA,NA,NA,37.4666666666667,14.9738104702844,9,37.4666666666667
"360","Mullus surmuletus","Mullidae",2,"habitat_benthic",30.1,0,1,37.4666666666667,14.9738104702844,9,30.1
"361","Pseudupeneus prayensis","Mullidae",2,"habitat_benthic",NA,NA,NA,37.4666666666667,14.9738104702844,9,37.4666666666667
"362","Cynoponticus coniceps","Muraenesocidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"363","Muraenesox cinereus","Muraenesocidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"364","Muraena helena","Muraenidae",1,"territorial",NA,NA,NA,54.6,NA,1,54.6
