"","SpeciesID","SciName","family","Fbname","m_index","movement_keyword","source","notes","alt_species"
"402","Fis-54493","Eptatretus cirrhatus","Myxinidae","Broadgilled hagfish",2,"habitat_benthic","FB","",""
"403","Fis-25182","Nemipterus japonicus","Nemipteridae","Japanese threadfin bream",2,"habitat_benthic","FB","",""
"404","Fis-22913","Nemipterus virgatus","Nemipteridae","Golden threadfin bream",2,"habitat_benthic","FB","",""
"405","Fis-164067","Scolopsis taeniata","Nemipteridae","Black-streaked monocle bream",2,"habitat_reef","FB","",""
"406","ITS-97314","Homarus americanus","Nephropidae","American lobster",2,"habitat_benthic","SLB","SLB: ""Migration does not occur, or only to a limited scale (Ref. 4).""",""
"407","ITS-97315","Homarus gammarus","Nephropidae","European lobster",1,"territorial","SLB","SLB: ""Nocturnal and territorial living in holes or crevices.""  Moland, E., Olsen, E.M., Andvord, K., Knutsen, J.A. and Stenseth, N.C., 2011. Home range of European lobster (Homarus gammarus) in a marine reserve: implications for future reserve design. Canadian Journal of Fisheries and Aquatic Sciences, 68(7), pp.1197-1210.",""
"408","ITS-552935","Metanephrops challengeri","Nephropidae","New Zealand lobster",1,"territorial","SLB","SLB: ""Prefers mud or sandy mud substrates that are firm enough for burrowing (Refs. 4, 106910) (Ref. 4).""",""
"409","ITS-552938","Metanephrops mozambicus","Nephropidae","African lobster",2,"habitat_benthic","SLB","or habitat_deep",""
"410","ITS-97317","Nephrops norvegicus","Nephropidae","Norway lobster",1,"sedentary","SLB","SLB: ""Sedentary (Ref. 94799). Inhabits muddy bottoms in which it digs its burrows.""  ""Burrowing."" Ref: Aguzzi, J., Sarriá, D., García, J.A., Del Rio, J., Sardà, F. and Manuel, A., 2008. A new tracking system for the measurement of diel locomotor rhythms in the Norway lobster, Nephrops norvegicus (L.). Journal of neuroscience methods, 173(2), pp.215-224.",""
"411","Fis-30916","Normanichthys crockeri","Normanichthyidae","Mote sculpin",2,"habitat_coastal","REF","Secondary ref: Landaeta, M.F., Inostroza, P.A., Ramirez, A., Soto-Mendoza, S., Castro, L.R. 2010. Distribution patterns, larval growth and hatch dates of early stages of the mote sculpin Normanichthys crockeri (Scorpaeniformes, Normanichthyidae) in the upwelling ecosystem off central Chile. Revista de Biología Marina y Oceanografía, 45(S1):575-588.",""
"412","Fis-29365","Dissostichus eleginoides","Nototheniidae","Patagonian toothfish",3,"deep","FB","",""
"413","Fis-32146","Dissostichus mawsoni","Nototheniidae","Antarctic toothfish",3,"deep","FB","",""
"414","Fis-27758","Patagonotothen ramsayi","Nototheniidae","Longtail southern cod",3,"deep","","",""
"415","W-Msc-341996","Octopus maya","Octopodidae","Mexican four-eyed octopus",2,"habitat_coastal","SLB","",""
"416","W-Msc-140605","Octopus vulgaris","Octopodidae","common octopus",2,"habitat_reef","SLB","",""
"417","W-Msc-342291","Dosidicus gigas","Ommastrephidae","jumbo flying squid",3,"pelagic","REF","Secondary ref: Gilly, W.F., Markaida, U., Baxter, C.H., Block, B.A., Boustany, A., Zeidberg, L., Reisenbichler, K., Robison, B., Bazzino, G. and Salinas, C., 2006. Vertical and horizontal migrations by the jumbo squid Dosidicus gigas revealed by electronic tagging. Marine Ecology Progress Series, 324, pp.1-17.  ""Horizontal movements of nearly 100 km over 3 d were observed,""",""
"418","W-Msc-342064","Illex argentinus","Ommastrephidae","Argentine shortfin squid",3,"pelagic","REF","Secondary ref: Arkhipkin, A., 1993. Age, growth, stock structure and migratory rate of pre-spawning short-finned squid Illex argentinus based on statolith ageing investigations. Fisheries Research, 16(4), pp.313-338.",""
"419","W-Msc-140621","Illex coindetii","Ommastrephidae","shortfin squid",3,"migratory","SLB","SLB: ""Performs diel vertical movements (Ref. 275) as well as seasonal migrations (Ref. 64257).""",""
"420","W-Msc-153087","Illex illecebrosus","Ommastrephidae","northern shortfin squid",3,"pelagic","IUCN","",""
"421","W-Msc-342378","Nototodarus sloanii","Ommastrephidae","Wellington flying squid",2,"pelagic","IUCN","IUCN: ""Tagging studies have not revealed any large-scale migration patterns, although aggregations may form to depths of 300 m (Roper et al. 2010, Dunning and Förch 1998).""",""
"422","W-Msc-342067","Todarodes pacificus","Ommastrephidae","Japanese flying squid",3,"pelagic","SLB","",""
"423","W-Msc-140624","Todarodes sagittatus","Ommastrephidae","European flying squid",3,"migratory","SLB","SLB: ""Migrates to offshore waters during winter; spawning is thought to occur in the continental slope (Ref. 2614).""",""
"424","Fis-23041","Brotula barbata","Ophidiidae","Bearded brotula",2,"habitat_benthic","FB","",""
"425","Fis-23136","Genypterus blacodes","Ophidiidae","Pink cusk-eel",2,"habitat_benthic","FB","",""
"426","Fis-23137","Genypterus capensis","Ophidiidae","Kingklip",2,"habitat_benthic","FB","",""
"427","Fis-46971","Genypterus chilensis","Ophidiidae","Red cusk-eel",2,"habitat_benthic","FB","",""
"428","Fis-46972","Genypterus maculatus","Ophidiidae","Black cusk-eel",2,"habitat_benthic","FB","",""
"429","W-Bch-442163","Chionoecetes japonicus","Oregoniidae","red snow crab",2,"habitat_benthic","SLB","",""
"430","W-Bch-107315","Chionoecetes opilio","Oregoniidae","snow crab",2,"habitat_benthic","SLB","",""
"431","Fis-35430","Allocyttus niger","Oreosomatidae","Black oreo",2,"habitat_deep","FB","",""
"432","Fis-32220","Pseudocyttus maculatus","Oreosomatidae","Smooth oreo dory",2,"habitat_deep","FB","",""
"433","Fis-22900","Mallotus villosus","Osmeridae","Capelin",3,"migratory","FB","",""
"434","Fis-23705","Osmerus eperlanus","Osmeridae","European smelt",2,"habitat_coastal","FB","",""
"435","Fis-22922","Osmerus mordax","Osmeridae","Rainbow smelt",2,"habitat_coastal","IUCN","",""
"436","W-Msc-140656","Crassostrea gigas","Ostreidae","giant cupped oyster",1,"sedentary","SLB","",""
"437","W-Msc-140657","Crassostrea virginica","Ostreidae","American cupped oyster",1,"sedentary","SLB","",""
"438","W-Msc-397160","Ostrea chilensis","Ostreidae","Chilean flat oyster",1,"sedentary","SLB","",""
"439","W-Msc-140658","Ostrea edulis","Ostreidae","edible oyster",1,"sedentary","SLB","",""
"440","Fis-23205","Oxynotus centrina","Oxynotidae","Angular roughshark",2,"habitat_benthic","FB","",""
"441","SLB-11137","Nematopalaemon hastatus","Palaemonidae","estuarine prawn",2,"habitat_coastal","SLB","",""
"442","ITS-96555","Nematopalaemon schmitti","Palaemonidae","whitebelly prawn",2,"habitat_coastal","SLB","",""
"443","ITS-96451","Palaemon serratus","Palaemonidae","common prawn",3,"migratory","REF","Secondary ref: Guerao, G. and Ribera, C., 2000. Population characteristics of the prawn Palaemon serratus (Decapoda, Palaemonidae) in a shallow Mediterranean Bay. Crustaceana, 73(4), pp.459-468.  ""Campillo (1979) noted that the population of P.serratus migrates from nearshore to shallow offshore waters in summer (June). Next, individuals leave these shallow waters in November""",""
"444","ITS-660225","Jasus edwardsii","Palinuridae","red rock lobster",2,"habitat_benthic","REF","Secondary ref: Kelly, S. and MacDiarmid, A.B., 2003. Movement patterns of mature spiny lobsters, Jasus edwardsii, from a marine reserve. New Zealand Journal of Marine and Freshwater Research, 37(1), pp.149-158.  ""Of 32 large spiny lobsters tracked with acoustic tags for 14–355 days in north-east New Zealand, 25 moved detectable distances (>0.1 km) from their tag site while being monitored. Individual lobsters moved up to 12.3 km over a 12-month period but the furthest distance from a tagging site was only 3.1 km.""",""
"445","ITS-552953","Jasus lalandii","Palinuridae","Cape rock lobster",2,"habitat_benthic","REF","Secondary ref: Atkinson, L.J. and Branch, G.M., 2003. Longshore movements of adult male Jasus lalandii: evidence from long-term tag recaptures. African Journal of Marine Science, 25, pp.387-390.",""
"446","ITS-552955","Jasus paulensis","Palinuridae","St. Paul rock lobster",2,"habitat_benthic","IUCN","",""
"447","ITS-552964","Palinurus delagoae","Palinuridae","Natal spiny lobster",2,"habitat_benthic","REF","Secondary ref: Groeneveld, J.C., 2002. Long-distance migration of the rock lobster Palinurus delagoae off South Africa and Moçambique. African Journal of Marine Science, 24, pp.395-400.  ""...only 2.1% of larger lobsters migrated further than 20 km. """,""
"448","ITS-97657","Palinurus elephas","Palinuridae","Common spiny lobster",2,"habitat_benthic","IUCN","",""
"449","ITS-552965","Palinurus gilchristi","Palinuridae","Southern spiny lobster",2,"habitat_benthic","REF","Secondary ref: Groeneveld, J.C. and Branch, G.M., 2002. Long-distance migration of South African deep-water rock lobster Palinurus gilchristi. Marine Ecology Progress Series, 232, pp.225-238. ""Overall, 547 (25.8%) tagged lobsters of both sexes moved >20 km within or between sites.""",""
"450","ITS-552966","Palinurus mauritanicus","Palinuridae","pink spiny lobster",2,"habitat_benthic","IUCN","",""
"451","ITS-97648","Panulirus argus","Palinuridae","Caribbean spiny lobster",2,"habitat_benthic","IUCN","",""
"452","ITS-552970","Panulirus cygnus","Palinuridae","Australian spiny lobster",2,"habitat_benthic","IUCN","",""
"453","ITS-552972","Panulirus gracilis","Palinuridae","green spiny lobster",3,"migratory","IUCN","IUCN: ""In the northern hemisphere, this species migrates to coastal shallow waters in November and December and remains there until May (Guzman et al. 2008).""",""
"454","ITS-552973","Panulirus homarus","Palinuridae","scalloped spiny lobster",2,"habitat_benthic","REF","Secondary ref: Mohamed, K.H. and George, M.J., 1968. Results of the tagging experiments on the Indian spiny lobster, Panulirus homarus (Linnaeus)—movement and growth. Indian Journal of Fisheries, 15(1&2), pp.15-26. ""Mark-recovery experiments conducted with the help of suture tags on Indian spiny lobster Panulirus homarus (Linn.) showed that their movement in the fishing ground is of a very restricted nature. Long migratory movements were not observed.""",""
"455","ITS-552976","Panulirus longipes","Palinuridae","longlegged spiny lobster",2,"habitat_benthic","SLB","",""
"456","ITS-97075","Heterocarpus reedi","Pandalidae","Chilean nylon shrimp",2,"habitat_benthic","FAO","",""
"457","ITS-96967","Pandalus borealis","Pandalidae","northern shrimp",3,"deep","REF","Secondary ref: Apollonio, S., Stevenson, D.K. and Dunton Jr, E.E., 1986. Effects of temperature on the biology of the northern shrimp, Pandalus borealis, in the Gulf of Maine.",""
"458","ITS-96981","Pandalus hypsinotus","Pandalidae","coonstriped shrimp",2,"habitat_benthic","SLB","",""
"459","ITS-96970","Pandalus jordani","Pandalidae","ocean shrimp",2,"habitat_benthic","SLB","",""
"460","SLB-11618","Pandalus kessleri","Pandalidae","Hokkai shrimp",2,"habitat_benthic","SLB","",""
"461","Fis-24507","Citharichthys sordidus","Paralichthyidae","Pacific sanddab",2,"habitat_benthic","FB","",""
"462","Fis-24858","Paralichthys californicus","Paralichthyidae","California flounder",2,"habitat_benthic","REF","Secondary ref: Tupen, J.W., 1990. Movement and growth of tagged California halibut, Paralichthys californicus, off the central coast of California. The California Halibut, Paralichthys californicus, Resource and Fisheries. Calif. Fish Game, 74, pp.199-206.",""
"463","Fis-23710","Paralichthys dentatus","Paralichthyidae","Summer flounder",2,"habitat_benthic","FB","",""
"464","Fis-23711","Paralichthys olivaceus","Paralichthyidae","Bastard halibut",2,"habitat_benthic","FAO","",""
"465","W-Ech-160809","Loxechinus albus","Parechinidae","Chilean sea urchin",1,"sedentary","SLB","",""
"466","W-Ech-124316","Paracentrotus lividus","Parechinidae","stony sea urchin",1,"sedentary","SLB","",""
"467","W-Msc-140687","Aequipecten opercularis","Pectinidae","queen scallop",1,"sedentary","SLB","Le Pape, O., L. Baulier, A. Cloarec, J. Martin, F. Le Loc'h and Y. Désaunay 2007 Habitat suitability for juvenile common sole (Solea solea, L.) in the Bay of Biscay (France): a quantitative description using indicators based on epibenthic fauna. Journal of Sea Research 57:126-136.",""
"468","W-Msc-156817","Argopecten irradians","Pectinidae","Atlantic bay scallop",1,"sedentary","SLB","",""
"469","W-Msc-394270","Argopecten ventricosus","Pectinidae","Pacific calico scallop",1,"sedentary","SLB","SLB: ""Moves by expelling water between valves propelling to a distance of 1m upwards or several meters sideways, i.e., flying motion.""",""
"470","W-Msc-140692","Chlamys islandica","Pectinidae","Iceland scallop",1,"sedentary","SLB","",""
"471","W-Msc-393720","Patinopecten caurinus","Pectinidae","giant Pacific sea scallop",1,"sedentary","SLB","",""
"472","W-Msc-394429","Pecten jacobaeus","Pectinidae","great Mediterranean scallop",1,"sedentary","SLB","",""
"473","W-Msc-140712","Pecten maximus","Pectinidae","great Atlantic scallop",1,"sedentary","SLB","Le Pape, O., L. Baulier, A. Cloarec, J. Martin, F. Le Loc'h and Y. Désaunay 2007 Habitat suitability for juvenile common sole (Solea solea, L.) in the Bay of Biscay (France): a quantitative description using indicators based on epibenthic fauna. Journal of Sea Research 57:126-136.",""
"474","W-Msc-393937","Pecten novaezelandiae","Pectinidae","scallop",1,"sedentary","SLB","",""
"475","W-Msc-156972","Placopecten magellanicus","Pectinidae","deep sea scallop",1,"sedentary","SLB","",""
"476","ITS-95781","Artemesia longinaris","Penaeidae","Argentine stiletto shrimp",2,"habitat_benthic","SLB","",""
"477","ITS-95812","Metapenaeus endeavouri","Penaeidae","endeavour shrimp",2,"habitat_benthic","SLB","",""
"478","ITS-95829","Metapenaeus joyneri","Penaeidae","Shiba shrimp",2,"habitat_coastal","REF","Secondary ref: Kee Cha, H., Hwa Choi, J., Woong Og, C. 2004. Reproductive Biology and Growth of the Shiba Shrimp, Metapenaeus Joyneri (Decapoda: Penaeidae), on the Western Coast of Korea. Journal of Crustacean Biology, 24(1):93-100.",""
"479","ITS-95850","Metapenaeus monoceros","Penaeidae","speckled shrimp",1,"sedentary","SLB","SLB: ""Frequently burrows (Ref. 106912).""",""
"480","ITS-95859","Parapenaeopsis atlantica","Penaeidae","Guinea shrimp",2,"habitat_benthic","SLB","",""
"481","ITS-95733","Parapenaeus longirostris","Penaeidae","deep-water rose shrimp",2,"habitat_benthic","SLB","",""
"482","ITS-95638","Penaeus monodon","Penaeidae","giant tiger prawn",2,"habitat_benthic","SLB","",""
"483","SLB-88775","Penaeus penicillatus","Penaeidae",NA,2,"habitat_benthic","SLB","",""
"484","ITS-95644","Penaeus semisulcatus","Penaeidae","green tiger prawn",3,"migratory","REF","Secondary ref: Abdulqader, E.A.A. and Naylor, E., 1995. Bionomics and migration patterns of the green tiger prawn, Penaeus semisulcatus De Haan, in Bahrain waters. Fisheries research, 21(3), pp.395-408. ""Tagging studies by previous workers indicated that adults of P. semisulcatus also migrate offshore to deeper water as they mature (FAO, 1980; Farmer and Al-Attar, 198 1; Muhammad et al., 198 1; Somers and Kirkwood, 1984)""",""
"485","ITS-95750","Xiphopenaeus kroyeri","Penaeidae","Atlantic seabob",2,"habitat_benthic","SLB","",""
"486","Fis-28475","Paristiopterus labiosus","Pentacerotidae","Giant boarfish",2,"habitat_benthic","FB","",""
"487","Fis-29397","Galeus melastomus","Pentanchidae","Blackmouth catshark",2,"habitat_deep","FB","",""
"488","Fis-21466","Percophis brasiliensis","Percophidae","Brazilian flathead",2,"habitat_coastal","REF","Secondary ref: Jaureguizar, A.J., Menni, R., Lasta, C. and Guerrero, R., 2006. Fish assemblages of the northern Argentine coastal system: spatial patterns and their temporal variations. Fisheries oceanography, 15(4), pp.326-344.",""
"489","Fis-30477","Petromyzon marinus","Petromyzontidae","Sea lamprey",3,"migratory","FB","FB: Amphihaline species making important migrations. Spends its adult life in the sea for about 20-36 months, moving further offshore as it grows (Ref. 59043). ",""
"490","W-Msc-140732","Ensis directus","Pharidae","American jack knife clam",1,"sedentary","SLB","",""
"491","SLB-98214","Pharus legumen","Pharidae","bean razor clam",1,"sedentary","SLB","",""
"492","W-Msc-536684","Siliqua patula","Pharidae","Pacific razor",1,"sedentary","SLB","",""
"493","Fis-23722","Phycis blennoides","Phycidae","Greater forkbeard",3,"migratory","REF","Secondary ref: Cohen, D.M., Inada, T., Iwamoto, T. and Scialabba, N. 1990. FAO species catalogue. Vol. 10. Gadiform fishes of the world (Order Gadiformes). An annotated and illustrated catalogue of cods, hakes, grenadiers and other gadiform fishes known to date. FAO, Rome. ""Young are more coastal and found on the continental shelf while adults migrate along the slope""",""
"494","Fis-23723","Phycis phycis","Phycidae","Forkbeard",2,"habitat_benthic","FB","",""
"495","Fis-22971","Urophycis brasiliensis","Phycidae","Brazilian codling",2,"habitat_benthic","FB","FB: ""Marine; demersal; non-migratory""",""
"496","Fis-22972","Urophycis chuss","Phycidae","Red hake",3,"migratory","REF","Secondary ref: Steimle, F.W., 1999. Essential fish habitat source document. Red hake, Urophycis chuss, life history and habitat characteristics. ""Red hake make extensive seasonal, depth- and temperature-related migrations""",""
"497","Fis-22973","Urophycis tenuis","Phycidae","White hake",3,"migratory","REF","Secondary ref: Musick, J., 1974. Seasonal Distribution Of Sibling Hakes, Urophycis-Chuss And Urophycis-Tenuis (Pisces, Gadidae) In New-England. Fishery Bulletin, 72(2), p.481. ""Mature U. tenuis migrate inshore in the northern Gulf of Maine in the summer, disperse in the fall, and move into the deepest area of the Gulf in winter. """,""
"498","Fis-23211","Parapercis colias","Pinguipedidae","New Zealand blue cod",1,"habitat_coastal","REF","Ref: Rodgers, K.L. and Wing, S.R., 2008. Spatial structure and movement of blue cod Parapercis colias in Doubtful Sound, New Zealand, inferred from δ13C and δ15N. Marine Ecology Progress Series, 359, pp.239-248.",""
"499","Fis-28685","Prolatilus jugularis","Pinguipedidae","Pacific sandperch",2,"habitat_benthic","FB","",""
"500","Fis-123198","Pseudopercis semifasciata","Pinguipedidae","Argentinian sandperch",2,"habitat_benthic","FB","",""
"501","Fis-64115","Grammoplites suppositus","Platycephalidae","Spotfin flathead",2,"habitat_benthic","FB","",""
"502","Fis-21594","Platycephalus indicus","Platycephalidae","Bartail flathead",2,"habitat_benthic","FB","",""
"503","W-Bch-440523","Homalaspis plana","Platyxanthidae","blackberry crab",2,"habitat_benthic","REF","Secondary ref: Fernández, M., Castilla, J.C. 2000. Recruitment of Homalaspis plana in intertidal habitats of central Chile and implications for the current use of Management and Marine Protected Areas. Marine Ecology Progress Series, 208:157-170.",""
"504","Fis-29299","Atheresthes evermanni","Pleuronectidae","Kamchatka flounder",2,"habitat_benthic","FB","",""
"505","Fis-23030","Atheresthes stomias","Pleuronectidae","Arrow-tooth flounder",2,"habitat_benthic","FB","",""
"506","Fis-24555","Eopsetta jordani","Pleuronectidae","Petrale sole",2,"habitat_benthic","FB","",""
"507","Fis-22723","Glyptocephalus cynoglossus","Pleuronectidae","Witch flounder",2,"habitat_benthic","FB","",""
"508","Fis-10768","Glyptocephalus zachirus","Pleuronectidae","Rex sole",2,"habitat_benthic","FB","",""
"509","Fis-29417","Hippoglossoides elassodon","Pleuronectidae","Flathead sole",2,"habitat_benthic","FB","",""
"510","Fis-24675","Hippoglossoides platessoides","Pleuronectidae","American plaice",2,"habitat_benthic","FB","",""
"511","Fis-23548","Hippoglossus hippoglossus","Pleuronectidae","Atlantic halibut",2,"habitat_benthic","FB","",""
"512","Fis-55090","Lepidopsetta bilineata","Pleuronectidae","Rock sole",2,"habitat_benthic","FB","",""
"513","Fis-11256","Limanda aspera","Pleuronectidae","Yellowfin sole",2,"habitat_benthic","FB","",""
"514","Fis-16989","Limanda ferruginea","Pleuronectidae","Yellowtail flounder",2,"habitat_benthic","FB","",""
"515","Fis-12972","Limanda limanda","Pleuronectidae","Common dab",2,"habitat_benthic","FB","",""
"516","Fis-23638","Microstomus kitt","Pleuronectidae","Lemon sole",2,"habitat_benthic","FB","",""
"517","Fis-24786","Microstomus pacificus","Pleuronectidae","Dover sole",2,"habitat_benthic","FB","",""
"518","Fis-23725","Platichthys flesus","Pleuronectidae","European flounder",2,"habitat_benthic","IUCN","IUCN: ""It migrates into the open sea to breed from March to June, during which time it can migrate up to 300 km offshore, although it will more often migrate just 30 km.""",""
"519","Fis-24899","Platichthys stellatus","Pleuronectidae","Starry flounder",2,"habitat_benthic","IUCN","",""
"520","Fis-30498","Pleuronectes platessa","Pleuronectidae","European plaice",3,"migratory","FB","",""
"521","Fis-30880","Psettichthys melanostictus","Pleuronectidae","Pacific sand sole",2,"habitat_benthic","FB","",""
"522","Fis-12375","Pseudopleuronectes americanus","Pleuronectidae","Winter flounder",2,"habitat_benthic","FB","",""
"523","Fis-23237","Reinhardtius hippoglossoides","Pleuronectidae","Greenland halibut",2,"habitat_benthic","FB","",""
"524","SLB-88793","Pollicipes pollicipes","Pollicipedidae","stalked barnacle",1,"sedentary","SLB","",""
"525","W-Bch-107398","Necora puber","Polybiidae","velvet swimming crab",2,"habitat_benthic","SLB","",""
"526","Fis-22876","Eleutheronema tetradactylum","Polynemidae","Fourfinger threadfin",2,"habitat_coastal","FB","",""
"527","Fis-22877","Galeoides decadactylus","Polynemidae","Lesser African threadfin",2,"habitat_coastal","FB","",""
"528","Fis-22929","Pentanemus quinquarius","Polynemidae","Royal threadfin",2,"habitat_coastal","FB","",""
"529","Fis-115175","Polydactylus quadrifilis","Polynemidae","Giant African threadfin",2,"habitat_coastal","FB","",""
"530","Fis-22932","Polyprion americanus","Polyprionidae","Wreckfish",2,"habitat_benthic","FB","or habitat_deep",""
"531","Fis-30676","Stereolepis gigas","Polyprionidae","Giant seabass",2,"habitat_benthic","IUCN","",""
"532","Fis-26757","Pomacanthus maculosus","Pomacanthidae","Yellowbar angelfish",2,"habitat_reef","FB","",""
"533","Fis-22935","Pomatomus saltatrix","Pomatomidae","Bluefish",3,"migratory","FB","",""
"534","W-Bch-107378","Callinectes danae","Portunidae","Dana swimming crab",2,"habitat_coastal","REF","Secondary ref: Sant'Anna, B.S., Turra, A. and Zara, F.J., 2012. Reproductive migration and population dynamics of the blue crab Callinectes danae in an estuary in southeastern Brazil. Marine Biology Research, 8(4), pp.354-362. ""C. danae breeds in the estuarinebay complex, with males and juvenile females concentrated in the estuary."" (suggested m_index = 2)",""
"535","W-Bch-107379","Callinectes sapidus","Portunidae","blue crab",2,"habitat_coastal","REF","""...net migratory speeds were on the order of 5 km day1."" Ref: Carr, S.D., Tankersley, R.A., Hench, J.L., Forward Jr, R.B. and Luettich Jr, R.A., 2004. Movement patterns and trajectories of ovigerous blue crabs Callinectes sapidus during the spawning migration. Estuarine, Coastal and Shelf Science, 60(4), pp.567-579.",""
"536","W-Bch-107404","Portunus pelagicus","Portunidae","flower crab",2,"habitat_coastal","SLB","""In all, 1003 tagged crabs (14.7%) were recaptured, with 79% of these recaptured less than 2 km from their release points and 4% recaptured more than 10 km from their release points."" Ref: Potter, M.A., Sumpton, W.D. and Smith, G.S., 1991. Movement, fishery sector impact, and factors affecting the recapture rate of tagged sand crabs, Portunus pelagicus (L.), in Moreton Bay, Queensland. Marine and Freshwater Research, 42(6), pp.751-760.",""
"537","W-Bch-208796","Portunus trituberculatus","Portunidae","horse crab",3,"migratory","REF","Secondary ref: Liu, Y., Ye, L., Liang, J., Xuan, F., Xu, Q. 2009. Genetic differentiation between populations of swimming crab Portunus trituberculatus along the coastal waters of the East China Sea. Hydrobiologia, 618:125-137. ""P. trituberculatus is characterized by long-distance migration and is a repeat spawner (Dai, 1977, 1986; Xue et al., 1997).""",""
"538","W-Bch-208814","Scylla serrata","Portunidae","giant mud crab",2,"habitat_coastal","REF","Secondary ref: Hyland, S.J., Hill, B.J. and Lee, C.P., 1984. Movement within and between different habitats by the portunid crab Scylla serrata. Marine Biology, 80(1), pp.57-61.",""
"539","Fis-29483","Priacanthus macracanthus","Priacanthidae","Red bigeye",2,"habitat_reef","FB","",""
"540","Fis-19897","Ilisha africana","Pristigasteridae","West African ilisha",2,"habitat_coastal","IUCN","IUCN: ""This species occurs in inshore waters, along sandy beaches, in estuaries to nearly freshwater"" (suggested m_index = 2; habitat_coastal)",""
"541","Fis-23564","Ilisha elongata","Pristigasteridae","Elongate ilisha",2,"habitat_coastal","FB","",""
"542","Fis-30462","Pellona ditchela","Pristigasteridae","Indian pellona",3,"pelagic","IUCN","",""
"543","Fis-23225","Psettodes erumei","Psettodidae","Indian halibut",2,"habitat_benthic","FB","",""
"544","Fis-24927","Rachycentron canadum","Rachycentridae","Cobia",3,"hms","IUCN","",""
"545","Fis-131849","Dipturus innominatus","Rajidae","New Zealand smooth skate",2,"habitat_benthic","FB","",""
"546","Fis-30563","Raja clavata","Rajidae","Thornback ray",2,"habitat_benthic","FB","",""
"547","Fis-24312","Raja rhina","Rajidae","Longnose skate",2,"habitat_benthic","FB","",""
"548","Fis-160080","Zearaja chilensis","Rajidae","Yellownose skate",2,"habitat_benthic","FB","",""
"549","Fis-46990","Rhinobatos planiceps","Rhinobatidae","Pacific guitarfish",2,"habitat_benthic","FB","",""
"550","Fis-47341","Rhynchobatus australiae","Rhinobatidae","Whitespotted wedgefish",2,"habitat_benthic","FB","",""
"551","Fis-25664","Rhynchobatus djiddensis","Rhinobatidae","Giant guitarfish",2,"habitat_benthic","FB","",""
"552","Fis-22868","Coregonus albula","Salmonidae","Vendace",3,"migratory","FB","",""
"553","Fis-52418","Coregonus lavaretus","Salmonidae","European whitefish",2,"habitat_coastal","IUCN","IUCN: ""Spawns on gravel, near shore, in shallow water, in December."" (suggested m_index = 2; habitat_coastal)",""
"554","Fis-22915","Oncorhynchus gorbuscha","Salmonidae","Pink salmon",3,"migratory","FB","",""
"555","Fis-22916","Oncorhynchus keta","Salmonidae","Chum salmon",3,"migratory","FB","",""
"556","Fis-22917","Oncorhynchus kisutch","Salmonidae","Coho salmon",3,"migratory","FB","",""
"557","Fis-22918","Oncorhynchus masou","Salmonidae","Masu salmon",3,"migratory","FB","",""
"558","Fis-22920","Oncorhynchus nerka","Salmonidae","Sockeye salmon",3,"migratory","FB","",""
"559","Fis-22921","Oncorhynchus tshawytscha","Salmonidae","Chinook salmon",3,"migratory","FB","",""
"560","Fis-29501","Salmo salar","Salmonidae","Atlantic salmon",3,"migratory","FB","",""
"561","Fis-21630","Salmo trutta","Salmonidae","Sea trout",3,"migratory","FB","",""
"562","Fis-153593","Salvelinus alpinus","Salmonidae","Arctic char",3,"migratory","FB","",""
"563","Fis-25689","Bolbometopon muricatum","Scaridae","Green humphead parrotfish",2,"habitat_reef","FB","",""
"564","Fis-31420","Scarus ghobban","Scaridae","Blue-barred parrotfish",2,"habitat_reef","FB","",""
"565","Fis-35828","Scarus persicus","Scaridae","Gulf parrotfish",2,"habitat_reef","IUCN","",""
"566","Fis-28736","Sparisoma cretense","Scaridae","Parrotfish",2,"habitat_coastal","FB","",""
"567","Fis-23016","Argyrosomus hololepidotus","Sciaenidae","Southern meagre",2,"habitat_coastal","FB","",""
"568","Fis-23017","Argyrosomus regius","Sciaenidae","Meagre",3,"migratory","FB","FB: ""Both adults and juveniles are migratory moving along shore or offshore-onshore in response to temperature change (Ref. 11025)""",""
"569","Fis-23031","Atractoscion aequidens","Sciaenidae","Geelbeck croaker",2,"habitat_coastal","FB","",""
"570","Fis-24451","Atractoscion nobilis","Sciaenidae","White weakfish",2,"habitat_coastal","FB","",""
"571","Fis-23032","Atrobucca nibe","Sciaenidae","Blackmouth croaker",2,"habitat_coastal","FB","",""
"572","Fis-128156","Cilus gilberti","Sciaenidae","Corvina drum",2,"habitat_benthic","IUCN","",""
"573","Fis-23456","Cynoscion acoupa","Sciaenidae","Acoupa weakfish",2,"habitat_coastal","FB","",""
"574","Fis-23097","Cynoscion analis","Sciaenidae","Peruvian weakfish",2,"habitat_coastal","FB","",""
"575","Fis-29882","Cynoscion arenarius","Sciaenidae","Sand weakfish",2,"habitat_coastal","FB","",""
"576","Fis-128329","Cynoscion guatucupa","Sciaenidae","Stripped weakfish",2,"habitat_coastal","FB","",""
"577","Fis-23457","Cynoscion jamaicensis","Sciaenidae","Jamaica weakfish",2,"habitat_coastal","FB","",""
"578","Fis-23458","Cynoscion leiarchus","Sciaenidae","Smooth weakfish",2,"habitat_coastal","FB","",""
"579","Fis-23098","Cynoscion nebulosus","Sciaenidae","Spotted weakfish",2,"habitat_coastal","FB","",""
"580","Fis-23099","Cynoscion regalis","Sciaenidae","Squeteague",2,"habitat_coastal","FB","",""
