"","SciName","PLD","database","Family_aqua","Family_fishbase","Family_marshall"
"607","Echinometra mathaei",40,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"608","Heliocidaris crassispina",37,"Inverts (Marshall)",NA,NA,"Echinometridae"
"609","Mespilia globulus",35,"Inverts (Marshall)","Temnopleuridae",NA,"Temnopleuridae"
"610","Pecten maximus",26,"Inverts (Marshall)","Pectinidae",NA,"Pectinidae"
"611","Neverita lewisii",35,"Inverts (Marshall)","Naticidae",NA,"Naticidae"
"612","Conus lividus",50,"Inverts (Marshall)","Conidae",NA,"Conidae"
"613","Conus marmoreus",10,"Inverts (Marshall)","Conidae",NA,"Conidae"
"614","Conus textile",16,"Inverts (Marshall)","Conidae",NA,"Conidae"
"615","Conus abbreviatus",32,"Inverts (Marshall)",NA,NA,"Conidae"
"616","Conus striatus",20,"Inverts (Marshall)","Scelionidae",NA,"Conidae"
"617","Conus quercinus",30,"Inverts (Marshall)","Conidae",NA,"Conidae"
"618","Conus flavidus",23,"Inverts (Marshall)","Conidae",NA,"Conidae"
"619","Holothuria (Metriatyla) scabra",15.5,"Inverts (Marshall)",NA,NA,"Holothuriidae"
"620","Schistomeringos rudolphi",8,"Inverts (Marshall)","Dorvilleidae",NA,"Dorvilleidae"
"621","Clytia gregaria",7.5,"Inverts (Marshall)",NA,NA,"Campanulariidae"
"622","Hydroides dianthus",5,"Inverts (Marshall)",NA,NA,"Serpulidae"
"623","Spirobranchus triqueter",21,"Inverts (Marshall)",NA,NA,"Serpulidae"
"624","Loimia medusa",30,"Inverts (Marshall)","Terebellidae",NA,"Terebellidae"
"625","Macrophiothrix spongicola",30,"Inverts (Marshall)",NA,NA,"Ophiotricidae"
"626","Ophiactis resiliens",60,"Inverts (Marshall)",NA,NA,"Ophiactidae"
"627","Ophionereis schayeri",6.5,"Inverts (Marshall)",NA,NA,"Ophionereididae"
"628","Littorina brevicula",7,"Inverts (Marshall)",NA,NA,"Littorinidae"
"629","Ophiolepis elegans",2,"Inverts (Marshall)",NA,NA,"Ophiurudae"
"630","Ophiolepis elegans",2,"Inverts (Marshall)",NA,NA,"Ophiurudae"
"631","Ophiolepis elegans",2,"Inverts (Marshall)",NA,NA,"Ophiurudae"
"632","Ophiolepis elegans",2,"Inverts (Marshall)",NA,NA,"Ophiurudae"
"633","Apostichopus californicus",71,"Inverts (Marshall)","Stichopodidae",NA,"Stichopodidae"
"634","Dendraster excentricus",115,"Inverts (Marshall)","Dendrasteridae",NA,"Dendrasteridae"
"635","Luidia foliolata",100.5,"Inverts (Marshall)","Luidiidae",NA,"Luidiidae"
"636","Ophiopholis aculeata",30,"Inverts (Marshall)","Ophiopholidae",NA,"Ophiactidae"
"637","Pisaster ochraceus",152,"Inverts (Marshall)","Asteriidae",NA,"Asteriidae"
"638","Aplysia dactylomela",30,"Inverts (Marshall)","Aplysiidae",NA,"Aplysiidae"
"639","Aplysia juliana",28,"Inverts (Marshall)","Aplysiidae",NA,"Aplysiidae"
"640","Dolabella auricularia",31,"Inverts (Marshall)","Aplysiidae",NA,"Aplysiidae"
"641","Stylocheilus longicauda",30,"Inverts (Marshall)","Aplysiidae",NA,"Aplysiidae"
"642","Echinocyamus pusillus",45,"Inverts (Marshall)","Fibulariidae",NA,"Fibulariidae"
"643","Doris pseudoargus",37,"Inverts (Marshall)",NA,NA,"Archidorididae"
"644","Onchidoris muricata",58.5,"Inverts (Marshall)","Onchidorididae",NA,"Onchidorididae"
"645","Ophiodaphne formata",21.125,"Inverts (Marshall)",NA,NA,"Ophiactidae"
"646","Echinometra viridis",14,"Inverts (Marshall)","Echinometridae",NA,"Echinometridae"
"647","Elysia viridis",30,"Inverts (Marshall)",NA,NA,"Plakobranchidae"
"648","Tripneustes ventricosus",28,"Inverts (Marshall)","Toxopneustidae",NA,"Toxopneustidae"
"649","Hydroides dirampha",10,"Inverts (Marshall)",NA,NA,"Serpulidae"
"650","Styela plicata",1,"Inverts (Marshall)","Styelidae",NA,"Styelidae"
"651","Uniophora granifera",4,"Inverts (Marshall)",NA,NA,""
"652","Notomithrax peronii",34,"Inverts (Marshall)",NA,NA,"Majidae"
"653","Bugula neritina",0.5,"Inverts (Marshall)","Bugulidae",NA,"Bugulidae"
"654","Bugulina stolonifera",0.5,"Inverts (Marshall)",NA,NA,"Bugulidae"
"655","Bugulina simplex",0.5,"Inverts (Marshall)",NA,NA,"Bugulidae"
"656","Elysia chlorotica",14.5,"Inverts (Marshall)",NA,NA,"Plakobranchidae"
"657","Heliocidaris erythrogramma",4.35,"Inverts (Marshall)",NA,NA,"Echinometridae"
"658","Ophelia bicornis",5.5,"Inverts (Marshall)",NA,NA,"Opheliidae"
"659","Haliotis coccoradiata",5,"Inverts (Marshall)",NA,NA,"Haliotidae"
"660","Ophidiaster granifer",9,"Inverts (Marshall)","Ophidiasteridae",NA,"Ophidiasteridae"
"661","Culcita novaeguineae",17,"Inverts (Marshall)","Oreasteridae",NA,"Oreasteridae"
"662","Gomophia egyptiaca",4,"Inverts (Marshall)","Ophidiasteridae",NA,"Ophidiasteridae"
"663","Ectopleura crocea",1,"Inverts (Marshall)","Tubulariidae",NA,"Tubulariidae"
"664","Conus biliosus",26,"Inverts (Marshall)","Conidae",NA,"Conidae"
"665","Conus coronatus",27,"Inverts (Marshall)","Conidae",NA,"Conidae"
